course_code,recommended
BIO-1002,1
BIO-1003,0
BIO-1013,0
BIO-1093,0
BIO-1123,1
BIO-1143,0
BIO-2183,0
CHM-1013,0
BIO-1014,0
BIO-1124,0
BIO-2184,0
CHM-1124,0
CHM-1134,0
BIO-2513,0
BIO-2523,0
BIO-3513,0
BIO-3523,0
CHM-1123,0
CHM-1133,0
GSC-1043,0
PHY-1113,0
PHY-2213,0
PHY-2313,0
